Name	Symbol
"Spondyloepimetaphyseal dysplasia, Geneviève type"	NANS
Distal arthrogryposis type 1	NALCN
Distal arthrogryposis type 1	TNNI2
Distal arthrogryposis type 1	TNNT3
Distal arthrogryposis type 1	TPM2
Distal arthrogryposis type 1	MYH3
Distal arthrogryposis type 1	MYBPC1
Neurogenic arthrogryposis multiplex congenita	SCYL2
Neurogenic arthrogryposis multiplex congenita	COL25A1
Neurogenic arthrogryposis multiplex congenita	ERGIC1
Sheldon-Hall syndrome	NALCN
Sheldon-Hall syndrome	TNNI2
Sheldon-Hall syndrome	TNNT3
Sheldon-Hall syndrome	TPM2
Sheldon-Hall syndrome	MYH3
Postaxial acrofacial dysostosis	DHODH
Dyskeratosis congenita	NPM1
Dyskeratosis congenita	DKC1
Dyskeratosis congenita	TERT
Dyskeratosis congenita	TERC
Dyskeratosis congenita	TINF2
Dyskeratosis congenita	NOP10
Dyskeratosis congenita	NHP2
Dyskeratosis congenita	USB1
Dyskeratosis congenita	WRAP53
Dyskeratosis congenita	CTC1
Dyskeratosis congenita	RTEL1
Dyskeratosis congenita	PARN
Dyskeratosis congenita	TYMS
Familial dysautonomia	ELP1
Dubowitz syndrome	LIG4
Dubowitz syndrome	NSUN2
Dyggve-Melchior-Clausen disease	DYM
Homocystinuria due to methylene tetrahydrofolate reductase deficiency	MTHFR
Carbamoyl-phosphate synthetase 1 deficiency	CPS1
Argininosuccinic aciduria	ASL
Adenosine monophosphate deaminase deficiency	AMPD1
Adenosine monophosphate deaminase deficiency	AMPD3
Dihydropteridine reductase deficiency	QDPR
Cutis marmorata telangiectatica congenita	GNA11
Cutis marmorata telangiectatica congenita	ARL6IP6
Corpus callosum agenesis-neuronopathy syndrome	SLC12A6
Neonatal severe primary hyperparathyroidism	TRPV6
Neonatal severe primary hyperparathyroidism	CASR
Hypoplastic left heart syndrome	GJA1
Hypoplastic left heart syndrome	NKX2-5
Congenital diaphragmatic hernia	LONP1
Congenital diaphragmatic hernia	ZFPM2
Congenital diaphragmatic hernia	GATA6
Hartnup disease	CLTRN
Hartnup disease	SLC6A19
Hawkinsinuria	HPD
Galactosialidosis	CTSA
Congenital fiber-type disproportion myopathy	MAP3K20
Congenital fiber-type disproportion myopathy	ACTA1
Congenital fiber-type disproportion myopathy	SELENON
Congenital fiber-type disproportion myopathy	TPM2
Congenital fiber-type disproportion myopathy	TPM3
Congenital fiber-type disproportion myopathy	MYL2
Congenital fiber-type disproportion myopathy	ITGA7
Congenital fiber-type disproportion myopathy	HACD1
Freeman-Sheldon syndrome	NALCN
Freeman-Sheldon syndrome	MYH3
"Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria"	SUCLA2
Ebstein malformation of the tricuspid valve	MYH7
Isolated ectopia lentis	FBN1
Isolated ectopia lentis	ADAMTSL4
Neuroblastoma	MYCN
Neuroblastoma	LMO1
Neuroblastoma	PHOX2B
Neuroblastoma	ALK
Neuroblastoma	HACE1
Neuroblastoma	LIN28B
Linear nevus sebaceus syndrome	HRAS
Linear nevus sebaceus syndrome	KRAS
Linear nevus sebaceus syndrome	NRAS
Metatropic dysplasia	TRPV4
Proximal myotonic myopathy	CNBP
Pendred syndrome	SLC26A4
Pendred syndrome	KCNJ10
Pendred syndrome	FOXI1
Juvenile Paget disease	TNFRSF11B
Juvenile Paget disease	TNFRSF11A
Osteopetrosis with renal tubular acidosis	CA2
Horizontal gaze palsy with progressive scoliosis	DCC
Horizontal gaze palsy with progressive scoliosis	ROBO3
Opsismodysplasia	INPPL1
Peroxisomal acyl-CoA oxidase deficiency	ACOX1
Prune belly syndrome	CHRM3
Proteus syndrome	PTEN
Proteus syndrome	AKT1
Familial spontaneous pneumothorax	FLCN
Neuralgic amyotrophy	SEPTIN9
Isolated Pierre Robin syndrome	SOX9
Costello syndrome	HRAS
Pycnodysostosis	CTSK
Congenital short bowel syndrome	FLNA
Congenital short bowel syndrome	CLMP
Hereditary fructose intolerance	ALDOB
Jacobsen syndrome	FLI1
Joubert syndrome with oculorenal defect	CEP290
Joubert syndrome with oculorenal defect	CC2D2A
Joubert syndrome with oculorenal defect	TMEM216
Joubert syndrome with oculorenal defect	TMEM237
Joubert syndrome with oculorenal defect	TMEM138
Joubert syndrome with oculorenal defect	ZNF423
Joubert syndrome with oculorenal defect	TMEM231
Foveal hypoplasia-presenile cataract syndrome	PAX6
Isolated congenital breast hypoplasia/aplasia	PTPRF
Multiple intestinal atresia	TTC7A
Trichorhinophalangeal syndrome type 2	RAD21
Trichorhinophalangeal syndrome type 2	TRPS1
Trichorhinophalangeal syndrome type 2	EXT1
KID syndrome	GJB2
KID syndrome	GJB6
Laurence-Moon syndrome	PNPLA6
MASA syndrome	L1CAM
Marshall syndrome	COL11A1
Moebius syndrome	PLXND1
Moebius syndrome	REV3L
Obesity due to leptin receptor gene deficiency	LEPR
Classical Ehlers-Danlos syndrome	COL5A2
Classical Ehlers-Danlos syndrome	COL5A1
Classical Ehlers-Danlos syndrome	COL1A1
Early-onset autosomal dominant Alzheimer disease	ABCA7
Early-onset autosomal dominant Alzheimer disease	TREM2
Early-onset autosomal dominant Alzheimer disease	PSEN1
Early-onset autosomal dominant Alzheimer disease	PSEN2
Early-onset autosomal dominant Alzheimer disease	APP
Early-onset autosomal dominant Alzheimer disease	SORL1
Early-onset autosomal dominant Alzheimer disease	TOMM40
X-linked recessive ocular albinism	AP3D1
X-linked recessive ocular albinism	GPR143
Familial isolated dilated cardiomyopathy	TAF1A
Familial isolated dilated cardiomyopathy	GET3
Familial isolated dilated cardiomyopathy	VEZF1
Familial isolated dilated cardiomyopathy	RPL3L
Familial isolated dilated cardiomyopathy	MYBPC3
Familial isolated dilated cardiomyopathy	JPH2
Familial isolated dilated cardiomyopathy	PPCS
Familial isolated dilated cardiomyopathy	CAP2
Familial isolated dilated cardiomyopathy	LMOD2
Familial isolated dilated cardiomyopathy	ABCC9
Familial isolated dilated cardiomyopathy	ACTC1
Familial isolated dilated cardiomyopathy	PSEN1
Familial isolated dilated cardiomyopathy	PSEN2
Familial isolated dilated cardiomyopathy	SCN5A
Familial isolated dilated cardiomyopathy	SDHA
Familial isolated dilated cardiomyopathy	SGCD
Familial isolated dilated cardiomyopathy	TAFAZZIN
Familial isolated dilated cardiomyopathy	TCAP
Familial isolated dilated cardiomyopathy	TNNI3
Familial isolated dilated cardiomyopathy	TNNT2
Familial isolated dilated cardiomyopathy	TPM1
Familial isolated dilated cardiomyopathy	TTN
Familial isolated dilated cardiomyopathy	CRYAB
Familial isolated dilated cardiomyopathy	CSRP3
Familial isolated dilated cardiomyopathy	DES
Familial isolated dilated cardiomyopathy	DMD
Familial isolated dilated cardiomyopathy	DSG2
Familial isolated dilated cardiomyopathy	FKTN
Familial isolated dilated cardiomyopathy	LDB3
Familial isolated dilated cardiomyopathy	DOLK
Familial isolated dilated cardiomyopathy	MYH6
Familial isolated dilated cardiomyopathy	MYH7
Familial isolated dilated cardiomyopathy	RAF1
Familial isolated dilated cardiomyopathy	TMPO
Familial isolated dilated cardiomyopathy	TNNC1
Familial isolated dilated cardiomyopathy	VCL
Familial isolated dilated cardiomyopathy	ACTN2
Familial isolated dilated cardiomyopathy	FHL2
Familial isolated dilated cardiomyopathy	PLN
Familial isolated dilated cardiomyopathy	BAG3
Familial isolated dilated cardiomyopathy	RBM20
Familial isolated dilated cardiomyopathy	NEXN
Familial isolated dilated cardiomyopathy	TXNRD2
Familial isolated dilated cardiomyopathy	GATAD1
Familial isolated dilated cardiomyopathy	MYPN
Familial isolated dilated cardiomyopathy	LAMA4
Familial isolated dilated cardiomyopathy	PRDM16
Familial isolated dilated cardiomyopathy	ANKRD1
Familial isolated dilated cardiomyopathy	LMNA
Familial isolated dilated cardiomyopathy	DSP
Familial isolated dilated cardiomyopathy	HAND2
Familial isolated dilated cardiomyopathy	BAG5
Fanconi anemia	RAD51
Fanconi anemia	MAD2L2
Fanconi anemia	BRCA1
Fanconi anemia	XRCC2
Fanconi anemia	RFWD3
Fanconi anemia	BRCA2
Fanconi anemia	BRIP1
Fanconi anemia	ERCC4
Fanconi anemia	FANCA
Fanconi anemia	FANCB
Fanconi anemia	FANCC
Fanconi anemia	FANCD2
Fanconi anemia	FANCE
Fanconi anemia	FANCF
Fanconi anemia	FANCG
Fanconi anemia	FANCL
Fanconi anemia	FANCM
Fanconi anemia	FANCI
Fanconi anemia	PALB2
Fanconi anemia	RAD51C
Fanconi anemia	SLX4
Fanconi anemia	UBE2T
Sjögren-Larsson syndrome	ALDH3A2
Sotos syndrome	NSD1
Sotos syndrome	APC2
Stormorken-Sjaastad-Langslet syndrome	ORAI1
Stormorken-Sjaastad-Langslet syndrome	STIM1
Sturge-Weber syndrome	GNAQ
Thrombocytopenia-absent radius syndrome	RBM8A
VACTERL/VATER association	HOXD13
Cerebrotendinous xanthomatosis	CYP27A1
Weaver syndrome	NSD1
Weaver syndrome	EZH2
Weaver syndrome	SUZ12
Chondrodysplasia-difference of sex development syndrome	HHAT
Autosomal dominant non-syndromic intellectual disability	KCNQ2
Autosomal dominant non-syndromic intellectual disability	ERBB4
Autosomal dominant non-syndromic intellectual disability	BRSK2
Autosomal dominant non-syndromic intellectual disability	MED12L
Autosomal dominant non-syndromic intellectual disability	SLC6A1
Autosomal dominant non-syndromic intellectual disability	SETD1B
Autosomal dominant non-syndromic intellectual disability	CLTC
Autosomal dominant non-syndromic intellectual disability	ITSN1
Autosomal dominant non-syndromic intellectual disability	PRICKLE2
Autosomal dominant non-syndromic intellectual disability	CHAMP1
Autosomal dominant non-syndromic intellectual disability	HIVEP2
Autosomal dominant non-syndromic intellectual disability	KDM5B
Autosomal dominant non-syndromic intellectual disability	GABBR1
Autosomal dominant non-syndromic intellectual disability	DPYSL2
Autosomal dominant non-syndromic intellectual disability	SET
Autosomal dominant non-syndromic intellectual disability	ARF3
Autosomal dominant non-syndromic intellectual disability	CACNA1I
Autosomal dominant non-syndromic intellectual disability	RAB11A
Autosomal dominant non-syndromic intellectual disability	PPP3CA
Autosomal dominant non-syndromic intellectual disability	GRIA1
Autosomal dominant non-syndromic intellectual disability	KCNQ5
Autosomal dominant non-syndromic intellectual disability	ZMYND11
Autosomal dominant non-syndromic intellectual disability	DLL1
Autosomal dominant non-syndromic intellectual disability	SCN8A
Autosomal dominant non-syndromic intellectual disability	TAOK1
Autosomal dominant non-syndromic intellectual disability	TRPM3
Autosomal dominant non-syndromic intellectual disability	NBEA
Autosomal dominant non-syndromic intellectual disability	CIC
Autosomal dominant non-syndromic intellectual disability	CSNK2B
Autosomal dominant non-syndromic intellectual disability	ASH1L
Autosomal dominant non-syndromic intellectual disability	SEMA6B
Autosomal dominant non-syndromic intellectual disability	CUX1
Autosomal dominant non-syndromic intellectual disability	YWHAZ
Autosomal dominant non-syndromic intellectual disability	TCF4
Autosomal dominant non-syndromic intellectual disability	KIRREL3
Autosomal dominant non-syndromic intellectual disability	DOCK8
Autosomal dominant non-syndromic intellectual disability	MBD5
Autosomal dominant non-syndromic intellectual disability	GRIN2B
Autosomal dominant non-syndromic intellectual disability	CDH15
Autosomal dominant non-syndromic intellectual disability	KIF1A
Autosomal dominant non-syndromic intellectual disability	GRIN1
Autosomal dominant non-syndromic intellectual disability	DYNC1H1
Autosomal dominant non-syndromic intellectual disability	CACNG2
Autosomal dominant non-syndromic intellectual disability	EPB41L1
Autosomal dominant non-syndromic intellectual disability	DEAF1
Autosomal dominant non-syndromic intellectual disability	EEF1A2
Autosomal dominant non-syndromic intellectual disability	CAMK2A
Autosomal dominant non-syndromic intellectual disability	CAMK2B
X-linked myopathy with postural muscle atrophy	FHL1
Hereditary myopathy with early respiratory failure	TTN
Hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation	SERPINA1
Distal myopathy with anterior tibial onset	DYSF
Osteopetrosis-hypogammaglobulinemia syndrome	TNFRSF11A
Alpha-sarcoglycan-related limb-girdle muscular dystrophy R3	SGCA
Syndromic microphthalmia type 5	OTX2
Glycogen storage disease due to muscle phosphorylase kinase deficiency	PHKA1
Glycogen storage disease due to muscle phosphorylase kinase deficiency	PHKG1
Osteosclerosis-developmental delay-craniosynostosis syndrome	LRP5
"Fructose-1,6-bisphosphatase deficiency"	FBP1
Aromatase excess syndrome	CYP19A1
Smith-McCort dysplasia	DYM
Smith-McCort dysplasia	RAB33B
UV-sensitive syndrome	ERCC6
UV-sensitive syndrome	ERCC8
UV-sensitive syndrome	UVSSA
Inflammatory myofibroblastic tumor	TPM3
Inflammatory myofibroblastic tumor	ALK
Inflammatory myofibroblastic tumor	RANBP2
Inflammatory myofibroblastic tumor	CLTC
Inflammatory myofibroblastic tumor	CARS1
Inflammatory myofibroblastic tumor	TPM4
Behçet disease	IL10
Behçet disease	HLA-B
Behçet disease	FAS
Behçet disease	UBAC2
Behçet disease	IL23R
Behçet disease	MEFV
Behçet disease	STAT4
Behçet disease	C4A
Behçet disease	IL12A
Behçet disease	TLR4
Behçet disease	CCR1
Behçet disease	KLRC4
Behçet disease	IL12A-AS1
Behçet disease	ERAP1
Behçet disease	IFNGR1
Perry syndrome	DCTN1
"Brain calcification, Rajab type"	FARSB
Bleeding disorder in hemophilia A carriers	F8
Bleeding disorder in hemophilia B carriers	F9
Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1	SNORD115@
Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1	SNRPN
Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1	MAGEL2
Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1	NDN
Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1	OCA2
Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1	SNORD116@
Malignant hyperthermia of anesthesia	CACNA1S
Malignant hyperthermia of anesthesia	RYR1
Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2	SNORD115@
Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2	SNRPN
Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2	MAGEL2
Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2	NDN
Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2	OCA2
Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2	SNORD116@
Prader-Willi syndrome due to translocation	SNRPN
Prader-Willi syndrome due to imprinting mutation	SNORD115@
Prader-Willi syndrome due to imprinting mutation	SNRPN
Prader-Willi syndrome due to imprinting mutation	MAGEL2
Prader-Willi syndrome due to imprinting mutation	NDN
Prader-Willi syndrome due to imprinting mutation	SNORD116@
Hirschsprung disease	ATP7A
Hirschsprung disease	ABCD1
Hirschsprung disease	ERBB2
Hirschsprung disease	ERBB3
Hirschsprung disease	SMO
Hirschsprung disease	RET
Hirschsprung disease	ECE1
Hirschsprung disease	EDN3
Hirschsprung disease	EDNRB
Hirschsprung disease	GDNF
Hirschsprung disease	NRTN
Hirschsprung disease	SEMA3C
Hirschsprung disease	SEMA3D
Hirschsprung disease	SREBF1
Åland Islands eye disease	CACNA1F
Purine nucleoside phosphorylase deficiency	PNP
Oculopharyngeal muscular dystrophy	PABPN1
Primary ciliary dyskinesia	NME5
Primary ciliary dyskinesia	DNAH1
Primary ciliary dyskinesia	TTC12
Primary ciliary dyskinesia	NEK10
Primary ciliary dyskinesia	DNAAF6
Primary ciliary dyskinesia	CFAP221
Primary ciliary dyskinesia	SPEF2
Primary ciliary dyskinesia	DNAJB13
Primary ciliary dyskinesia	ODAD4
Primary ciliary dyskinesia	MCIDAS
Primary ciliary dyskinesia	GAS2L2
Primary ciliary dyskinesia	OFD1
Primary ciliary dyskinesia	DNAH11
Primary ciliary dyskinesia	DNAH5
Primary ciliary dyskinesia	DNAI1
Primary ciliary dyskinesia	NME8
Primary ciliary dyskinesia	DNAI2
Primary ciliary dyskinesia	DNAAF2
Primary ciliary dyskinesia	RSPH9
Primary ciliary dyskinesia	RSPH4A
Primary ciliary dyskinesia	DNAAF1
Primary ciliary dyskinesia	CCDC39
Primary ciliary dyskinesia	CCDC40
Primary ciliary dyskinesia	DNAL1
Primary ciliary dyskinesia	DNAAF3
Primary ciliary dyskinesia	CCDC103
Primary ciliary dyskinesia	DNAAF5
Primary ciliary dyskinesia	HYDIN
Primary ciliary dyskinesia	DNAAF11
Primary ciliary dyskinesia	ODAD1
Primary ciliary dyskinesia	DRC1
Primary ciliary dyskinesia	ODAD2
Primary ciliary dyskinesia	DNAAF4
Primary ciliary dyskinesia	RSPH1
Primary ciliary dyskinesia	ZMYND10
Primary ciliary dyskinesia	CFAP298
Primary ciliary dyskinesia	CCDC65
Primary ciliary dyskinesia	SPAG1
Primary ciliary dyskinesia	CCNO
Primary ciliary dyskinesia	ODAD3
Primary ciliary dyskinesia	RSPH3
Primary ciliary dyskinesia	GAS8
Primary ciliary dyskinesia	RPGR
Primary ciliary dyskinesia	CFAP74
Primary ciliary dyskinesia	STK36
Primary ciliary dyskinesia	FOXJ1
Primary ciliary dyskinesia	DNAH9
Primary ciliary dyskinesia	LRRC56
Primary ciliary dyskinesia	CFAP300
Reticulate acropigmentation of Kitamura	ADAM10
Tuberous sclerosis complex	IFNG
Tuberous sclerosis complex	TSC1
Tuberous sclerosis complex	TSC2
Moderate multiminicore disease with hand involvement	RYR1
Retinitis pigmentosa	SCAPER
Retinitis pigmentosa	IFT88
Retinitis pigmentosa	REEP6
Retinitis pigmentosa	ARHGEF18
Retinitis pigmentosa	BBS1
Retinitis pigmentosa	KIAA1549
Retinitis pigmentosa	AHI1
Retinitis pigmentosa	AGBL5
Retinitis pigmentosa	CC2D2A
Retinitis pigmentosa	ABCA4
Retinitis pigmentosa	PRCD
Retinitis pigmentosa	PRPF3
Retinitis pigmentosa	PRPF31
Retinitis pigmentosa	PRPF8
Retinitis pigmentosa	PRPH2
Retinitis pigmentosa	RDH12
Retinitis pigmentosa	RGR
Retinitis pigmentosa	RHO
Retinitis pigmentosa	RLBP1
Retinitis pigmentosa	ROM1
Retinitis pigmentosa	RP1
Retinitis pigmentosa	RP2
Retinitis pigmentosa	RP9
Retinitis pigmentosa	RPE65
Retinitis pigmentosa	RPGR
Retinitis pigmentosa	SAG
Retinitis pigmentosa	BBS2
Retinitis pigmentosa	BEST1
Retinitis pigmentosa	CA4
Retinitis pigmentosa	CERKL
Retinitis pigmentosa	TTC8
Retinitis pigmentosa	TULP1
Retinitis pigmentosa	USH2A
Retinitis pigmentosa	CLRN1
Retinitis pigmentosa	CNGA1
Retinitis pigmentosa	CRB1
Retinitis pigmentosa	CRX
Retinitis pigmentosa	ARL6
Retinitis pigmentosa	FSCN2
Retinitis pigmentosa	HGSNAT
Retinitis pigmentosa	IMPDH1
Retinitis pigmentosa	MERTK
Retinitis pigmentosa	NR2E3
Retinitis pigmentosa	NRL
Retinitis pigmentosa	OFD1
Retinitis pigmentosa	PDE6A
Retinitis pigmentosa	PDE6B
Retinitis pigmentosa	SEMA4A
Retinitis pigmentosa	CNGB1
Retinitis pigmentosa	TOPORS
Retinitis pigmentosa	PROM1
Retinitis pigmentosa	LRAT
Retinitis pigmentosa	EYS
Retinitis pigmentosa	IDH3B
Retinitis pigmentosa	SPATA7
Retinitis pigmentosa	GUCA1B
Retinitis pigmentosa	KLHL7
Retinitis pigmentosa	SNRNP200
Retinitis pigmentosa	PCARE
Retinitis pigmentosa	PDE6G
Retinitis pigmentosa	IMPG2
Retinitis pigmentosa	FAM161A
Retinitis pigmentosa	ZNF513
Retinitis pigmentosa	CDHR1
Retinitis pigmentosa	DHDDS
Retinitis pigmentosa	PRPF6
Retinitis pigmentosa	MAK
Retinitis pigmentosa	RBP3
Retinitis pigmentosa	CFAP418
Retinitis pigmentosa	IFT140
Retinitis pigmentosa	ZNF408
Retinitis pigmentosa	ARL2BP
Retinitis pigmentosa	NEK2
Retinitis pigmentosa	IFT172
Retinitis pigmentosa	TUB
Retinitis pigmentosa	KIZ
Retinitis pigmentosa	SLC7A14
Retinitis pigmentosa	PRPF4
Retinitis pigmentosa	RP1L1
Retinitis pigmentosa	AHR
Retinitis pigmentosa	IMPG1
Retinitis pigmentosa	IDH3A
Retinitis pigmentosa	DHX38
Retinitis pigmentosa	ARL3
Retinitis pigmentosa	POMGNT1
Alternating hemiplegia of childhood	CACNA1A
Alternating hemiplegia of childhood	ATP1A2
